Event ID,Title,Retention Score,Completion %,AOP Count,Has Method,OECD Endorsed,In OECD Program,Only Open for Adoption
1197,"Activation, Fibroblasts",3,2,41.67,No,No,No,No
1256,increased mantel display,3,2,27.27,No,No,No,No
1257,Induced parturition,3,2,27.27,No,No,No,No
1281,"Increased, DNA Damage-Repair",3,2,41.67,No,No,No,No
1283,"Activation, TGF-beta pathway",3,2,41.67,No,No,No,No
1284,"Up Regulation, SREBF2",3,2,41.67,No,No,No,No
1288,"Activation, 3-hydroxy-3-methylglutaryl-CoA reductase gene",3,2,41.67,No,No,No,No
1292,"Activation, JNK",3,2,41.67,No,No,No,No
1293,"Activation, FOXO",3,2,41.67,No,No,No,No
1444,"Increase, Follicular atresia",3,2,27.27,No,No,No,No
1425,Mu Opioid Receptor Agonism,3,2,25.0,No,No,No,No
1427,Opening of G protein gated inward rectifying K channels,3,2,25.0,No,No,No,No
1428,Analgesia,3,2,27.27,No,No,No,No
1429,Inhibition of N-type Ca ion channels,3,2,25.0,No,No,No,No
1430,Inhibition of neurotransmitter vesicle release,3,2,25.0,No,No,No,No
1431,Serotonin 1A Receptor Agonism,3,2,25.0,No,No,No,No
1432,Anti-depressant Activity,3,2,27.27,No,No,No,No
1467,"Growth, reduction",3,2,27.27,No,No,No,No
1479,"Decrease, Leaf development",3,2,27.27,No,No,No,No
1544,Mitochondrial Complex V inhibition,3,1,41.67,Yes,No,No,No
1545,Decrease in mitochondrial oxidative phosphorylation,3,2,25.0,No,No,No,No
1547,Mitochondrial Injury,3,2,25.0,No,No,No,No
1603,Chronic kidney disease,3,2,27.27,No,No,No,No
1785,"Increase, Mitochondrial ATP synthase antagonism",3,2,25.0,No,No,No,No
1666,"Induced, dysfunction of microcirculation",3,2,27.27,No,No,No,No
1682,"Disruption, Progenitor cells of second heart field",3,2,41.67,No,No,No,No
1776,"Increase, Ovarian somatic cell apoptosis",3,2,25.0,No,No,No,No
1777,"Increase, Ovarian follicle breakdown",3,2,27.27,No,No,No,No
1778,"Decrease, Heritable DNA methylation (F3)",3,2,25.0,No,No,No,No
1779,"Increase, Caspase transcription (F3)",3,2,25.0,No,No,No,No
1781,"Decrease, Fecundity (F3)",3,2,27.27,No,No,No,No
1782,"Decrease, Oogenesis (F3)",3,2,27.27,No,No,No,No
2374,"Increase, Ecdysone receptor antagonism",3,2,25.0,No,No,No,No
2375,"Decrease, Mis-timed ecdysone receptor-responsive nuclear receptor cascade",3,2,25.0,No,No,No,No
1817,Apoptotic cell death,3,2,25.0,No,No,No,No
1815,Activation of ER stress,3,2,25.0,No,No,No,No
1830,"Displacement, Serum thyroxine (T4) from carrier protein",3,2,33.33,No,No,No,No
1831,"Binding, Thyroid binding globulin in serum",3,1,50.0,No,No,No,No
1844,systemic inflammatory response syndrome,3,2,27.27,No,No,No,No
1853,Hyperactivation of ACE/Ang-II/AT1R axis,3,2,25.0,No,No,No,No
2029,protein-coupled estrogen receptor 1 (GPER) activation,3,2,25.0,No,No,No,No
771,"Decrease, Serum thyroid hormone (T4/T3)",3,1,50.0,No,No,No,No
2093,Brain thyroid hormone (T4/T3) decreased,3,2,27.27,No,No,No,No
1921,"Altered gene expression, NF-kB dependent Interleukin-6 pathway",3,2,25.0,No,No,No,No
17,"Altered gene expression, AHR nuclear translocator (ARNT)-dependent pathway",3,2,41.67,No,No,No,No
1945,Dysfunctional Autophagy,3,2,25.0,No,No,No,No
1963,Torsades de Pointes,3,2,27.27,No,No,No,No
1978,"Increase risk, microcephaly",3,2,27.27,No,No,No,No
2010,Pulmonary inflammation,3,2,27.27,No,No,No,No
2017,Endoplasmic reticulum stress,3,2,25.0,No,No,No,No
2019,Non-alcoholic fatty liver disease,3,2,27.27,No,No,No,No
2050,"Increase, developmental abnormalities",3,2,27.27,No,No,No,No
2195,"Increase, CNS Neural cell death",3,2,25.0,No,No,No,No
2080,"Impaired, blood testis barrier",3,2,27.27,No,No,No,No
2105,"Decreased, myelin basic protein expression in oligodendrocytes",3,2,25.0,No,No,No,No
2115,"Altered, cholesterol metabolism",3,2,25.0,No,No,No,No
2126,Estrogen receptor alpha inactivation,3,2,25.0,No,No,No,No
2164,"Activation, Dll4-Notch pathway",3,2,25.0,No,No,No,No
2283,Increased the early premature depolarizations during repolarization,3,2,25.0,No,No,No,No
2208,"Aberrant, synaptic formation and plasticity",3,2,27.27,No,No,No,No
2231,Locomotor function. Impaired,3,2,27.27,No,No,No,No
2264," Lysolecithin cell membrane integration, increased",3,1,58.33,No,No,No,No
2267,"Delayed neuropathy, increased",3,2,45.45,No,No,No,No
2292,Altered Cardiac Electrical Conduction,3,2,27.27,No,No,No,No
2323,Over-expression of PD-L1 in cancer cells,3,1,50.0,No,No,No,No
2392,Depression,3,1,72.73,No,No,No,No
1312,"Increase, Fatty acid beta-oxidation",3,2,25.0,No,No,No,No
142,"Hyperplasia, Hyperplasia",2,1,41.67,No,No,No,No
334,"Promotion, Hepatocelluar carcinoma",2,1,36.36,No,No,No,No
57,"Proliferation, Cell proliferation in the absence of cytotoxicity",2,1,41.67,No,No,No,No
1264,"Increase, Nuclear receptor E75b gene expression",2,1,41.67,No,No,No,No
1265,"Decrease, Fushi tarazu factor-1 gene expression",2,1,41.67,No,No,No,No
152,"Suppression, Inflammatory cytokines",2,1,36.36,No,No,No,No
168,"Decreased, Lymphocytes",2,1,36.36,No,No,No,No
145,"Induction, IKB inhibitory protein",2,1,41.67,No,No,No,No
323,"Increased, Disease susceptibility",2,1,36.36,No,No,No,No
243,"Reduction, Prostaglandin E2 concentration",2,1,41.67,No,No,No,No
49,"Reduction, Ca and HCO3 transport to shell gland",2,1,41.67,No,No,No,No
106,"Reduction, Eggshell thickness",2,1,41.67,No,No,No,No
253,"N/A, Reproductive failure",2,1,36.36,No,No,No,No
339,"Altered, Larval development",2,1,36.36,No,No,No,No
77,"Production, Critical Metabolites (CGA 330050 and CGA 265307)",2,1,41.67,No,No,No,No
164,"Induction, Liver “Dysfunctional” Changes by CGA 330050",2,1,36.36,No,No,No,No
147,"Inhibition, Inducible Nitric Oxide Synthase by Metabolite CGA 265307",2,1,41.67,No,No,No,No
270,"Induction, Sustained Hepatotoxicity",2,1,36.36,No,No,No,No
269,"Induction, Sustained Cell Proliferation",2,1,41.67,No,No,No,No
347,"Formation, Liver tumor",2,1,36.36,No,No,No,No
345,"N/A, Liver Steatosis",2,1,36.36,No,No,No,No
231,"Decreased, PPAR-alpha activation",2,1,41.67,No,No,No,No
232,"Decreased, PPAR-beta activation",2,1,41.67,No,No,No,No
140,"Decreased, HSD17B10 expression",2,1,41.67,No,No,No,No
8,"Decreased, 3-hydroxyacyl-CoA dehydrogenase type-2 activity",2,1,41.67,No,No,No,No
417,"skewed, sex ratio",2,1,36.36,No,No,No,No
418,"Increased, Vitellogenin synthesis",2,1,41.67,No,No,No,No
419,"Increased, renal vitellogenin deposition",2,1,36.36,No,No,No,No
421,"Increased, glomerular rupture and renal hemorrhaging",2,1,36.36,No,No,No,No
422,"Increased, nephropathy",2,1,36.36,No,No,No,No
450,"Suppression, VLDL secretion",2,1,41.67,No,No,No,No
216,"Decreased, PCK1 expression (control point for glycolysis/gluconeogenesis pathway)",2,1,33.33,No,No,No,No
466,"Up Regulation, LDLR (low density lipoprotein receptor)",2,1,41.67,No,No,No,No
456,"Suppression, Constitutive androstane receptor, NR1l3",2,1,41.67,No,No,No,No
463,"Up Regulation, FAS",2,1,41.67,No,No,No,No
468,"Inhibition, PPAR alpha",2,1,41.67,No,No,No,No
470,"Up Regulation, Acetyl-CoA carboxylase-1 (ACC-1)",2,1,41.67,No,No,No,No
461,"Suppression, HNF4alpha",2,1,41.67,No,No,No,No
471,"Inhibition, FoxA2",2,1,41.67,No,No,No,No
474,"Down Regulation, HMGCS2",2,1,41.67,No,No,No,No
477,"Decreased, Ketogenesis",2,1,41.67,No,No,No,No
478,"Activation, NRF2",2,1,41.67,No,No,No,No
479,"Activation, NR1H4",2,1,41.67,No,No,No,No
480,"Activation, SHP",2,1,41.67,No,No,No,No
482,"Decreased, DHB4/HSD17B4",2,1,41.67,No,No,No,No
483,"Activation, LXR alpha",2,1,41.67,No,No,No,No
878,"Inhibition, SREBP1c",2,1,41.67,No,No,No,No
879,"Activation, MTTP",2,1,41.67,No,No,No,No
880,"Increased, ApoB100",2,1,41.67,No,No,No,No
881,"Increased, Triglyceride",2,1,41.67,No,No,No,No
484,"Activation, AKT2",2,1,41.67,No,No,No,No
486,systemic inflammation leading to hepatic steatosis,2,1,45.45,No,No,No,No
488,"Decrease, Ovulation",2,1,36.36,No,No,No,No
685,"Reduced, Prostaglandins, ovary",2,1,36.36,No,No,No,No
494,"Glucocorticoid Receptor Agonist, Activation",2,1,41.67,No,No,No,No
653,"Decreased testosterone by the fetal Leydig cells, Increased corticosterone",2,1,41.67,No,No,No,No
654,"Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists",2,1,33.33,No,No,No,No
658,"Decreased testosterone by the fetal Leydig cells, Increased estradiol",2,1,41.67,No,No,No,No
659,"Decreased testosterone by the fetal Leydig cells, Activation by other estradiol agonists",2,1,33.33,No,No,No,No
660,"decreased testosterone by fetal Leydig cells, Dysgenesis of fetal Leydig cells",2,1,36.36,No,No,No,No
661,"Decreased testosterone by the fetal Leydig cells, Alterations in the fetal testis proteome",2,1,33.33,No,No,No,No
642,"Decreased Cholesterol, Decreased De Novo Biosynthesis of Choleseterol",2,1,41.67,No,No,No,No
643,"Decreased Cholesterol, Decreased Uptake of Lipoproteins",2,1,41.67,No,No,No,No
644,"Decreased Cholesterol, Decreased Transport of Cholesterol to the Inner Mitochondrial Membrane",2,1,33.33,No,No,No,No
645,"Decreased Cholesterol, Decreased Testosterone Production by Adult Leydig Cells",2,1,41.67,No,No,No,No
646,"Decreased Cholesterol, Decreased sperm quantity and/or quality in the adult testis",2,1,36.36,No,No,No,No
640,"Decreased steroidogenesis, Proteomic alterations in the adult Leydig cell",2,1,41.67,No,No,No,No
648,"Decreased steroidogenesis, Increased Apoptosis of Adult Leydig Cells",2,1,41.67,No,No,No,No
649,"Decreased steroidogenesis, Alterations in the Leydig Cell Cytoskeleton",2,1,41.67,No,No,No,No
525,"Apoptosis of adult Leydig cells, Decreased testosterone by adult Leydig cells",2,1,41.67,No,No,No,No
650,"Stimulation of adult Leydig cells via the Adrenal Corticosterone, Increased Glucocorticoid",2,1,33.33,No,No,No,No
651,"Glucocorticoid Receptor mediated alterations in steriodogenic enzymes, Decreased testosterone by adult Leydig cells",2,1,33.33,No,No,No,No
652,"Direct effects of Corticosterone on steroidogenesis, Decreased testosterone by adult Leydig cells",2,1,33.33,No,No,No,No
1447,obesity,2,1,27.27,No,No,No,No
1448,activation of CCAAT/enhancer-binding protein alpha,2,1,25.0,No,No,No,No
1449,increased adipogenesis,2,1,25.0,No,No,No,No
1450,decreased dopamine,2,1,25.0,No,No,No,No
1451,decreased reward,2,1,27.27,No,No,No,No
1452,decreased DNA methylation of tyrosine hydroxylase,2,1,25.0,No,No,No,No
1453,decreased methylation of dopamine transporter promoter,2,1,25.0,No,No,No,No
1454,chronic high fat diet,2,1,27.27,No,No,No,No
526,"Inhibition, Inhibition of Dopamine-beta-hydroxylase",2,1,41.67,No,No,No,No
528,"Decreased, Synthesis of NE",2,1,41.67,No,No,No,No
543,"Decreased fertility in the adult, Decreased sperm quantity and/or quality in the adult testis",2,1,36.36,No,No,No,No
662,"Decreased testosterone by the fetal Leydig cells, Hypermethylation in the fetal testis",2,1,33.33,No,No,No,No
540,"Decreased testosterone by the fetal Leydig cells, Dysgensis of fetal Leydig cells",2,1,36.36,No,No,No,No
541,"Decreased testosterone by the fetal Leydig cells, Decreased COUP-TFII stem Leydig cells",2,1,33.33,No,No,No,No
570,"Accumulation, Damaged mitochondrial DNA",2,1,41.67,No,No,No,No
571,"Accelerated, Aging",2,1,36.36,No,No,No,No
664,"Overwhelmed, Mitochondrial DNA repair mechanisms",2,1,41.67,No,No,No,No
573,"Increase, Energetic demands and therefore metabolic stress",2,1,36.36,No,No,No,No
574,"Increased, Appetite and hunger",2,1,36.36,No,No,No,No
577,"impaired, Development",2,1,36.36,No,No,No,No
578,"Decreased, Glucose oxidase enzyme activity",2,1,41.67,No,No,No,No
579,"Decreased, Hydrogen peroxide production",2,1,41.67,No,No,No,No
580,"Reduced, Antiseptic incorporated in food",2,1,27.27,No,No,No,No
561,"Reduced, Food storage",2,1,36.36,No,No,No,No
591,"Increased, amputations",2,1,45.45,No,No,No,No
599,"prolonged, Depolarization of neuronal membrane",2,1,41.67,No,No,No,No
600,"Overactivation, Neuronotransmitter release",2,1,41.67,No,No,No,No
601,"Overactivation, muscle contraction",2,1,41.67,No,No,No,No
623,"Increase, predation",2,1,36.36,No,No,No,No
1139,"Increased, water retention in foot",2,1,27.27,No,No,No,No
1143,"Depletion, energy reserves",2,1,27.27,No,No,No,No
624,"Increased, foot detachment",2,1,36.36,No,No,No,No
622,"Increased, locomotion",2,1,36.36,No,No,No,No
627,"Decreased, anxiety",2,1,36.36,No,No,No,No
629,"Decreased, sheltering",2,1,36.36,No,No,No,No
633,"Decrease, histaminergic neuron excitation",2,1,41.67,No,No,No,No
634,"N/A, sedation",2,1,36.36,No,No,No,No
635,"Decreased, locomotion",2,1,36.36,No,No,No,No
638,"Antagonism, Histamine Receptor (H2)",2,1,41.67,No,No,No,No
672,"Reduced, Prostaglandin F2alpha synthesis, ovary  ",2,1,36.36,No,No,No,No
673,"Reduced, Spawning behavior",2,1,36.36,No,No,No,No
678,"Reduced, Pheromone release",2,1,36.36,No,No,No,No
681,"Decreased, Prostaglandin F2alpha synthesis, ovary  ",2,1,36.36,No,No,No,No
694,"Reduced, Meiotic prophase I/metaphase I transition, oocyte",2,1,41.67,No,No,No,No
695,"Upregulated, Spindle assembly checkpoint protein Mad2-oocyte",2,1,41.67,No,No,No,No
696,"Increased, Chromosome misseggregation",2,1,41.67,No,No,No,No
697,"impaired, ion channels",2,1,33.33,No,No,No,No
699,"Increased, cardiac arrthymia",2,1,36.36,No,No,No,No
708,"Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)",2,1,41.67,No,No,No,No
767,"Increase, Hyperplasia (renal tubular cells)",2,1,41.67,No,No,No,No
714,"Increased, Binding of chemicals to 2u (serum)",2,1,33.33,No,No,No,No
726,"Increased, Induction of pyruvate dehydrogenase (PDH)",2,1,33.33,No,No,No,No
724,"Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme",2,1,33.33,No,No,No,No
769,"Increase, Oxidative metabolism",2,1,33.33,No,No,No,No
733,"Increase, Necrosis (terminal bronchiolar cells)",2,1,41.67,No,No,No,No
734,"Increase, Regenerative cell proliferation (terminal bronchiolar epithelial cells)",2,1,33.33,No,No,No,No
735,"Increase, Hyperplasia (terminal bronchiolar cells)",2,1,41.67,No,No,No,No
736,"Increase, Adenomas/carcinomas (bronchioloalveolar)",2,1,41.67,No,No,No,No
743,"Decreased, Testosterone binding to androgen receptor (hypothalamus)",2,1,41.67,No,No,No,No
754,"Increased, Luteinizing hormone (LH) ",2,1,41.67,No,No,No,No
747,"Decreased, Prolactin",2,1,41.67,No,No,No,No
773,"Increase, Endometrial adenocarcinomas",2,1,41.67,No,No,No,No
760,"Activation, Glutamate-gated chloride channel",2,1,33.33,No,No,No,No
764,"N/A, Ataxia, paralysis, or hyperactivity",2,1,36.36,No,No,No,No
765,"Decreased, population 1",2,1,36.36,No,No,No,No
766,"Inhibition, 4-hydroxyphenyl-pyruvate dioxygenase (HPPD) enzyme",2,1,41.67,No,No,No,No
775,"Increased, Plasma tyrosine",2,1,41.67,No,No,No,No
776,"Increase, Cytotoxicity (corneal cells)",2,1,41.67,No,No,No,No
777,"Increase, Inflammation (corneal cells)",2,1,41.67,No,No,No,No
778,"Increase, Regenerative cell proliferation (corneal cells)",2,1,41.67,No,No,No,No
781,"Increase, Regenerative cell proliferation (forestomach epithelial cells)",2,1,33.33,No,No,No,No
782,"Increase, Hyperplasia (forestomach epithelial cells)",2,1,33.33,No,No,No,No
784,"Increase, Hyperplasia (tubular epithelial cells)",2,1,41.67,No,No,No,No
787,"Increase, Regenerative cell proliferation (hepatocytes)",2,1,41.67,No,No,No,No
791,"Increased, Leutinizing hormone (LH)",2,1,41.67,No,No,No,No
793,"Increase, Urinary bladder calculi",2,1,36.36,No,No,No,No
794,"Increase, Cytotoxicity (urothelial cells)",2,1,41.67,No,No,No,No
797,"Increase, Adenomas/carcinomas (urothelial)",2,1,41.67,No,No,No,No
801,"modulation, Unknown",2,1,33.33,No,No,No,No
802,"Increased, HIF-1 alpha transcription",2,1,33.33,No,No,No,No
805,"Decreased, mevalonate",2,1,33.33,No,No,No,No
809,"malformed, Male reproductive tract",2,1,36.36,No,No,No,No
330,"Decrease, Fertility",2,1,45.45,No,No,No,No
848,"Decreased, Binding of NE to NE receptors on GnRH neurons",2,1,41.67,No,No,No,No
849,"Inhibition, Antgonism of NE receptor",2,1,33.33,No,No,No,No
964,"Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol",2,1,33.33,No,No,No,No
969,"Decreased GnRH Release, Decreased Kisspeptin stimulation of GnRH neurons ",2,1,41.67,No,No,No,No
970,"Decreased LH release from Anterior Pituitary, Decreased GnRH stimulation of Anterior Pituitary Gonadotrophs",2,1,33.33,No,No,No,No
972,"Decreased fertility, Reduced number of oocytes ovulated ",2,1,36.36,No,No,No,No
762,"Activation, ionotropic GABA Receptor chloride channel",2,1,41.67,No,No,No,No
1019,"Induction, pharyngeal muscle paralysis",2,1,41.67,No,No,No,No
1029,"Increased, adipogenesis",2,1,41.67,No,No,No,No
1033,"Increased, proliferation of mesenchymal cells",2,1,41.67,No,No,No,No
1034,"Increased, IGF-1 (mouse)",2,1,41.67,No,No,No,No
1035,"Increased, Firbrosarcoma",2,1,41.67,No,No,No,No
1036,"Increased, liposarcoma",2,1,41.67,No,No,No,No
1037,"Increased, hemagiosarcoma",2,1,41.67,No,No,No,No
1040,"relaxation, smooth muscle",2,1,33.33,No,No,No,No
1042,"Proliferation/Clonal Expansion, smooth muscle",2,1,41.67,No,No,No,No
1043,"Hypertrophy/hyperplasia, smooth muscle",2,1,33.33,No,No,No,No
1044,"Promotion, mesovarian leiomyomas",2,1,41.67,No,No,No,No
1045,"Decreased, Ovarian E2",2,1,41.67,No,No,No,No
1049,"Increased, secrection of FSH from anterior pituitary",2,1,33.33,No,No,No,No
1051,"Hyperplasia, ovarian stromal cells",2,1,41.67,No,No,No,No
1054,"Promotion, ovarian granular cell tumors",2,1,33.33,No,No,No,No
1057,"Increased, PPAR-alpha activation",2,1,41.67,No,No,No,No
1058,"Decreased, bile flow",2,1,36.36,No,No,No,No
1059,"Increased, cholestasis",2,1,36.36,No,No,No,No
1061,"prolonged, elevation of serun CCK",2,1,41.67,No,No,No,No
1062,"Increased, Cellular proliferation / hyperplasia of acinar cells",2,1,41.67,No,No,No,No
1063,"Increased, Pancreatic acinar tumors",2,1,36.36,No,No,No,No
1077,"Increased, prolactin exposure",2,1,33.33,No,No,No,No
1078,"Hyperplasia, Mammary gland",2,1,41.67,No,No,No,No
1081,"Increased, lactotroph hyperplasia and hypertrophy",2,1,41.67,No,No,No,No
1082,"Increased, adenomas (pituitary)",2,1,41.67,No,No,No,No
1083,"Decreased, Dopaminergic activity",2,1,33.33,No,No,No,No
1084,"Increased, prolactin secretion",2,1,33.33,No,No,No,No
1085,"Increased, hyperplasia (mammary gland)",2,1,41.67,No,No,No,No
1086,"persistent, cytotoxicity (pleura or peritoneum)",2,1,33.33,No,No,No,No
1087,"Increased, inflammation",2,1,33.33,No,No,No,No
1089,"Increased, Cell Proliferation (mesothelium)",2,1,33.33,No,No,No,No
1104,"Decreased, Prostaglandin F2alpha concentration, plasma ",2,1,41.67,No,No,No,No
1105,"Occurrence, renal ischemia",2,1,33.33,No,No,No,No
1103,"Inhibition, Cyclooxygenase 1 activity",2,1,33.33,No,No,No,No
1109,"Increased, Deformed Wing Virus levels",2,1,36.36,No,No,No,No
1110,"Increased, Energetic demands and therefore metabolic stress",2,1,36.36,No,No,No,No
1828,"Increased, Thyroxine (T4) in serum",2,1,36.36,No,No,No,No
1154,"Increased, Triiodothyronine (T3) in tissues",2,1,41.67,No,No,No,No
1255,induced spawning,2,1,36.36,No,No,No,No
1215,"TRPA1 activation, TRPA1 Receptor",2,1,41.67,No,No,No,No
1218,"Opening of calcium channel, Calcium influx",2,1,41.67,No,No,No,No
1220,Trigeminal nerve activation,2,1,41.67,No,No,No,No
1222,"SP (Substance P) release, Local increase of SP",2,1,41.67,No,No,No,No
1223,"Trigeminal and/or vagal nerve excitation causes Airway Hyper-responsiveness,Cough, Dyspnea",2,1,41.67,No,No,No,No
1226,"Increased Respiratory irritability and Chronic Cough, ",2,1,36.36,No,No,No,No
1433,"Increased CGRP, neuronal release of CGRP",2,1,41.67,No,No,No,No
1434,Irritation of nasal mucosa inducing sneeze reflex,2,1,41.67,No,No,No,No
1435,Increased neurokinin A (NKA) by neuronal cells,2,1,41.67,No,No,No,No
1176,"Decreased, sodium conductance 2",2,1,33.33,No,No,No,No
1179,"Decreased, GABA release",2,1,33.33,No,No,No,No
1205,"Activation, Juvenile hormone receptor",2,1,41.67,No,No,No,No
1206,"Induction, Doublesex1 gene",2,1,41.67,No,No,No,No
1208,"Increased, Male offspring",2,1,36.36,No,No,No,No
1209,"Induction, Male reproductive tract",2,1,36.36,No,No,No,No
361,"Decline, Population",2,1,36.36,No,No,No,No
1210,"Alteration, Food-web structures",2,1,36.36,No,No,No,No
1258,Decompartmentalization,2,1,41.67,No,No,No,No
1260,Direct mitochondrial inhibition,2,1,41.67,No,No,No,No
1259,narcosis,2,1,41.67,No,No,No,No
1263,Necrosis,2,1,33.33,No,No,No,No
1174,"Activation, NADPH Oxidase",2,1,41.67,No,No,No,No
1279,"Increase, Oxidative Stress / Activation, PMK-1 P38 MAPK",2,1,41.67,No,No,No,No
1280,"Activation, HIF-1",2,1,41.67,No,No,No,No
1282,"Activation, JAK/STAT pathway",2,1,41.67,No,No,No,No
1285,"Up Regulation, Unsaturated fatty acid",2,1,41.67,No,No,No,No
1286,"Down Regulation, GSS and GSTs gene",2,1,41.67,No,No,No,No
1287,Glutathione synthesis,2,1,41.67,No,No,No,No
1289,Perturbation of cholesterol,2,1,41.67,No,No,No,No
1290,Glutathione homeostasis,2,1,41.67,No,No,No,No
1291,Hepatotoxicity,2,1,25.0,No,No,No,No
1294,"Inhibition, Wnt pathway",2,1,41.67,No,No,No,No
1295,Defect of Embryogenesis,2,1,41.67,No,No,No,No
1328,"Inactivated, 5-HTR (serotonin receptors)",2,5,25.0,No,No,No,Yes
1329,"Reduce expression, BDNF (Brain-derived neurotrophic factor)",2,5,25.0,No,No,No,Yes
1456,"Increase, Differentiation of fibroblasts",2,1,25.0,No,No,No,No
1468,"Activation, Latent Transforming Growth Factor Beta 1",2,1,25.0,No,No,No,No
1469,"Activation, Transforming Growth Factor beta pathway",2,1,25.0,No,No,No,No
1471,"Increase, Uncoupling of photophosphorylation",2,1,25.0,No,No,No,No
1473,"Decrease, Chlorophyll synthesis",2,1,25.0,No,No,No,No
1474,"Decrease, Light harvest capacity",2,1,25.0,No,No,No,No
1476,"Decrease, Glycolysis",2,1,25.0,No,No,No,No
1478,"Decrease, Leaf cell mitosis",2,1,25.0,No,No,No,No
1653,Binding of inhibitor to mitochondrial complex III,2,1,25.0,No,No,No,No
1654,Binding of inhibitor to mitochondrial complex IV,2,1,25.0,No,No,No,No
1655,Binding of inhibitor to mitochondrial complex V,2,1,25.0,No,No,No,No
1576,"Activation, Tissue resident cells (Kuppfer cells)",2,1,25.0,No,No,No,No
1579,"Increase, proinflammatory mediators (TNFalpha)",2,1,25.0,No,No,No,No
1606,Activation of hepatic stellate cells,2,1,41.67,No,No,No,No
1657,Inhibition of cystathionine beta-synthase,2,1,25.0,No,No,No,No
1661,Increased Homocysteine level ,2,1,25.0,No,No,No,No
1665,"Increased, Plasma HCY level",2,1,25.0,No,No,No,No
1667,"Impaired,anterior-posterior axis development",2,1,27.27,No,No,No,No
1680,"Inhibition, TBX1",2,1,25.0,No,No,No,No
1681,"Disruption, Neural crest cell migration",2,1,25.0,No,No,No,No
1683,"Impairment, Fourth pharyngeal arch development",2,1,25.0,No,No,No,No
1684,"Abnormalities, Cardiac outflow tract formation",2,1,27.27,No,No,No,No
1685,"Anomalies, Congenital cardiac conotruncal",2,1,27.27,No,No,No,No
1691,"Antagonism,LH receptor",2,1,25.0,No,No,No,No
1692,"Reduction, Progesterone synthesis",2,1,25.0,No,No,No,No
1694,"Reduction, progesterone uptake, decresed maturation ",2,1,25.0,No,No,No,No
679,"Decline, Population trajectory",2,1,36.36,No,No,No,No
1697,"Increase, DNA methyltransferase expression",2,1,25.0,No,No,No,No
1698,"Increase, hypermethylation of the promotor region of gonadotropin releasing hormone receptor",2,1,25.0,No,No,No,No
1699,"Decrease, expression of gonadotropin releasing hormone receptor",2,1,25.0,No,No,No,No
1705,Impaired coordination and movement,2,1,27.27,No,No,No,No
1834,"Decrease, Acyl-CoA dehydrogenases",2,1,25.0,No,No,No,No
1769,"Increase, Body fluid overload",2,1,25.0,No,No,No,No
1772,"Decrease, Triglyceride",2,1,25.0,No,No,No,No
1762,Urothelial cell injury/death,2,1,25.0,No,No,No,No
1763,Urothelial Tumor,2,1,27.27,No,No,No,No
1780,"Increase, Oocyte apoptosis (F3)",2,1,25.0,No,No,No,No
1783,"Increase, Ovarian somatic cell apoptosis (F3)",2,1,25.0,No,No,No,No
1784,"Increase, Ovarian follicle breakdown (F3)",2,1,27.27,No,No,No,No
2373,"Increase, Mis-timed ecdysone receptor-responsive nuclear receptor cascade",2,1,25.0,No,No,No,No
1792,Toll-like receptor 4 activation,2,1,25.0,No,No,No,No
1793,Activator protein 1 activation,2,1,25.0,No,No,No,No
1794,Pin-1 activation,2,1,25.0,No,No,No,No
1795,Latent Transforming growth Factor beta expression,2,1,25.0,No,No,No,No
1814,benzoquinone imine and acylglucuronide metabolites,2,1,25.0,No,No,No,No
1818,Immune cell activation,2,1,25.0,No,No,No,No
1819,IFNγ signaling,2,1,25.0,No,No,No,No
1820,Immune mediated hepatitis,2,1,27.27,No,No,No,No
1839,Testicular Cancer,2,1,27.27,No,No,No,No
1842,Prolonged TLR9 activation,2,1,25.0,No,No,No,No
1843,Multi Organ Failure involving Acute Respiratory Distress Syndrome,2,1,36.36,No,No,No,No
1897,increased MyD88 activation,2,1,25.0,No,No,No,No
1898,increased release of danger/damage associated molecular patterns,2,1,25.0,No,No,No,No
1899,formation of neutrophil extracellular traps (NETs),2,1,25.0,No,No,No,No
1809,"Increase, Tissue/organ damage",2,1,27.27,No,No,No,No
1900,increased platelet surface TLR9 expression,2,1,25.0,No,No,No,No
1855,Increased Sodium-sensitive hypertension,2,1,25.0,No,No,No,No
1861,"Increase, D1 protein deactivation",2,1,25.0,No,No,No,No
1864,"Increase, Programmed cell death",2,1,25.0,No,No,No,No
1865,"Increase, Oxygen-evolving complex damage",2,1,25.0,No,No,No,No
1555,Increase cell proliferation,2,1,25.0,No,No,No,No
1550,Deposition of Ionizing Energy,2,1,25.0,No,No,No,No
997,"Decreased, Population size",2,1,27.27,No,No,No,No
1310,"Activation, PI3K",2,1,25.0,No,No,No,No
1299,"Activation, AKT",2,1,25.0,No,No,No,No
1300,"Activation, mTORC1",2,1,25.0,No,No,No,No
1995,Abnormal lipid metabolism,2,1,25.0,No,No,No,No
2094,"Abnormal, neuroblast migration",2,1,25.0,No,No,No,No
2095,Periventricular heterotopia formation,2,1,27.27,No,No,No,No
