Event ID,Title,Retention Score,Completion %,AOP Count,Has Method,OECD Endorsed,In OECD Program,Only Open for Adoption
1607,"Increase, Necrosis",2,1,25.0,No,No,No,No
1920,"Altered gene expression, TGF-β dependent fibrosis pathway",2,1,25.0,No,No,No,No
1933,"Increased, Interleukin-6 production",2,1,25.0,No,No,No,No
1922,"Increased, Reactive metabolites production",2,1,25.0,No,No,No,No
1923,"Altered gene expression, P53 dependent apoptosis pathway",2,1,25.0,No,No,No,No
2030,"Activation, PARP1",2,1,25.0,No,No,No,No
2031,"Releasing, Apoptosis-Inducing Factor (AIF)",2,1,25.0,No,No,No,No
1934,Myocardial Infarction,2,1,27.27,No,No,No,No
1946,Impaired mechanotransduction of pericytes,2,1,25.0,No,No,No,No
1947,Pericyte dysfunction,2,1,25.0,No,No,No,No
1948,Increased ACE2 expression,2,1,25.0,No,No,No,No
1935,Angiotensin (1-7) levels diminished,2,1,25.0,No,No,No,No
1741,"Induced, Angiotensin (Ang) II accumulation",2,1,25.0,No,No,No,No
1936,Angiotensin II degradation reduced,2,1,25.0,No,No,No,No
1937,ADAM17 expression induction,2,1,25.0,No,No,No,No
1938,ACE2 increased shedding,2,1,25.0,No,No,No,No
1816,Mitochondrial dysfunction EMPTY,2,1,25.0,No,No,No,No
1941,Memory Loss,2,1,27.27,No,No,No,No
1942,"Accumulation, Cytosolic toxic Tau oligomers",2,1,25.0,No,No,No,No
1943,Hyperphosphorylation of Tau,2,1,25.0,No,No,No,No
1950,"Increase, TNF",2,1,25.0,No,No,No,No
1949,"Decrease, GLUT4",2,1,25.0,No,No,No,No
1951,"Decrease, Glucose uptake",2,1,25.0,No,No,No,No
1952,"Abnormal, Glucose homeostasis",2,1,27.27,No,No,No,No
1953,Gestational diabetes mellitus,2,1,27.27,No,No,No,No
1955,Acute Myeloid Leukemia,2,1,27.27,No,No,No,No
2099,hERG channel blockade,2,1,25.0,No,No,No,No
2100,Inhibition of rapid delayed rectifying potassium current ,2,1,25.0,No,No,No,No
1964,Sudden cardiac death,2,1,27.27,No,No,No,No
1965,"Increase, Pollen abnormal",2,1,27.27,No,No,No,No
1970,transposition of the great arteries,2,1,45.45,No,No,No,No
1979,Premature cell differentiation,2,1,27.27,No,No,No,No
2200,"decline, neural progenitor cells",2,1,27.27,No,No,No,No
1985,"Increased, Kisspeptin signalling",2,1,25.0,No,No,No,No
1987,"Decreased, Androgen and Progestin ",2,1,25.0,No,No,No,No
1988,"Decreased, Maturation Inducing Steroid Surge by Granulosa cells",2,1,25.0,No,No,No,No
1989,"Impaired, Oocyte maturation and ovulation",2,1,25.0,No,No,No,No
1990,"Increased, Oocyte Atresia",2,1,25.0,No,No,No,No
1991,"Impaired, Reproduction",2,1,27.27,No,No,No,No
2023,Inhibition of Ceramide Synthase ,2,1,41.67,No,No,No,No
2024,Reduced complex sphingolipids,2,1,41.67,No,No,No,No
2025,Affected folate transporter,2,1,25.0,No,No,No,No
2026,decreased folate uptake,2,1,25.0,No,No,No,No
2033,Increased sphingolipid-1-phosphate,2,1,25.0,No,No,No,No
2006,Secondary genotoxicity,2,1,33.33,No,No,No,No
2007,Non-coding RNA expression profile alteration,2,1,25.0,No,No,No,No
2008,Chronic obstructive pulmonary disease,2,1,27.27,No,No,No,No
2011,Emphysema,2,1,27.27,No,No,No,No
2012,Fibroblast proliferation and differentiation,2,1,25.0,No,No,No,No
2013,Airway remodeling,2,1,27.27,No,No,No,No
2065,"Inhibition, Fatty acid oxidation ",2,1,25.0,No,No,No,No
1442,Foam cell formation,2,1,27.27,No,No,No,No
2034,liver dysfunction,2,1,27.27,No,No,No,No
2036,Activation of metabotropic glutamate receptor,2,1,25.0,No,No,No,No
2038,Activation of calpain signalling,2,1,25.0,No,No,No,No
2039,Inhibition GABAA receptor,2,1,25.0,No,No,No,No
2187,"Opening, voltage-gated calcium channels",2,1,25.0,No,No,No,No
2188,"Activation, caspases",2,1,25.0,No,No,No,No
1812,"Increase, Cytochrome c release",2,1,25.0,No,No,No,No
2045,"Increase, Alcohol dehydrogenase",2,1,25.0,No,No,No,No
748,"Increased, Estrogen receptor (ER) activity",2,1,33.33,No,No,No,No
2046,"Increase, Vitellogenin mRNA",2,1,25.0,No,No,No,No
2047,"Delay, Ovarian maturation",2,1,25.0,No,No,No,No
2048,"Increase, Body volume of female adults",2,1,27.27,No,No,No,No
2049,"Increase, sex ratio (F/M)",2,1,27.27,No,No,No,No
2051,"Decrease, Tyrosine",2,1,25.0,No,No,No,No
2052,"Decrease, dopa decarboxylase",2,1,25.0,No,No,No,No
2053,"Increase, Defects in tanning of new cuticle",2,1,27.27,No,No,No,No
2054,"Increase,  impairment of cuticle sclerotization",2,1,27.27,No,No,No,No
2055,"Increase,  pigmentation",2,1,27.27,No,No,No,No
2056,"Increase,  delay in oviposition",2,1,27.27,No,No,No,No
2057,"Decrease,  hatching of egg",2,1,27.27,No,No,No,No
2058,"Decrease, 20-hydroxyecdysone",2,1,25.0,No,No,No,No
2059,"Decrease, knickkopf gene",2,1,25.0,No,No,No,No
2060,"Decrease, Chitin laminar organization",2,1,25.0,No,No,No,No
2061,"Decrease, Prevent chitin degradation by chitinases",2,1,25.0,No,No,No,No
2062,"Weak, Procuticle protection",2,1,27.27,No,No,No,No
2063,"Decrease, New cuticle secretion",2,1,27.27,No,No,No,No
2196,"Decrease, elavl3 ",2,1,25.0,No,No,No,No
2197,"Decrease, sox10",2,1,25.0,No,No,No,No
2198,"Decrease, mbp",2,1,25.0,No,No,No,No
637,"impaired, Learning and memory",2,1,27.27,No,No,No,No
1177,"Decreased, Ionotropic GABA receptor chloride channel conductance",2,1,25.0,No,No,No,No
2073,increase oxidation of the di-copper moiety of the hemocyanin active site ,2,1,25.0,No,No,No,No
2074,"Decreased, oxygen binding capacity by hemocyanin",2,1,25.0,No,No,No,No
2075,"Cognitive, sensed as hypoxic/low oxygen environment",2,1,27.27,No,No,No,No
2076,"Increase, hemocyanin mRNA",2,1,25.0,No,No,No,No
2077,"Increase, pulmonate breathing",2,1,27.27,No,No,No,No
2079,"Increased, glycolipid levels",2,1,25.0,No,No,No,No
2141,"Disruption, Estrogen receptor",2,1,25.0,No,No,No,No
2142,"Depletion, Ectoplasmic specialization (ES)",2,1,25.0,No,No,No,No
2085,Pulmonary epithelial injury,2,1,25.0,No,No,No,No
2086,Airway inflammation,2,1,27.27,No,No,No,No
2087,Increased incidence of respiratory disease,2,1,27.27,No,No,No,No
2088,Dysfunction of respiratory system,2,1,27.27,No,No,No,No
2104,"Decreased, thyroid hormone binding to thyroid hormone receptor",2,1,25.0,No,No,No,No
2109,"Binding, extracellular matrix protein laminin",2,1,25.0,No,No,No,No
2110,"Disrupted binding, laminin-beta1-integrin receptors with laminin",2,1,25.0,No,No,No,No
2111,"Decreased, neural progenitor cell adhesion to laminin",2,1,25.0,No,No,No,No
2112,"Disturbed, radial glia cell alignment and migration",2,1,25.0,No,No,No,No
2113,"Decreased, radial glia cell density",2,1,25.0,No,No,No,No
2114,"Disturbed, cortical architecture",2,1,27.27,No,No,No,No
1998,"Activation, Microglia",2,1,25.0,No,No,No,No
2127,Increased adipocyte size,2,1,25.0,No,No,No,No
2128,Increased adipocyte numbers,2,1,25.0,No,No,No,No
2129,Metabolically unhealthy Obesity,2,1,27.27,No,No,No,No
2125,Increased fat mass,2,1,27.27,No,No,No,No
2130,increased lipid accumulation,2,1,25.0,No,No,No,No
2132,Increased pro-inflammatory cytokine expression,2,1,25.0,No,No,No,No
2134,"Increase, Androgen receptor protein expression/abundance",2,1,25.0,No,No,No,No
2136,prostatic intraepithelial neoplasia,2,1,25.0,No,No,No,No
2135,Prostate cancer,2,1,27.27,No,No,No,No
2137,"Increase, Gonadotropins concentration in plasma",2,1,25.0,No,No,No,No
2139,"Reduction, the ratio of 17beta-estradiol/11-Keto Testosterone in plasma ",2,1,27.27,No,No,No,No
2144,Impaired insulin signaling,2,1,25.0,No,No,No,No
2145,Metabolic syndrome,2,1,27.27,No,No,No,No
2194,Influenza A Virus (IAV) shedding and transmission,2,1,36.36,No,No,No,No
2162,"Activation, HIF1α",2,1,25.0,No,No,No,No
2163,Activation Sema6A,2,1,25.0,No,No,No,No
2165,Activation of PPAR,2,1,25.0,No,No,No,No
2166,Abnormal expression of NO,2,1,25.0,No,No,No,No
2167,Activation of MMP-2 MMP-9,2,1,25.0,No,No,No,No
2168,Activation of angiopoietin like protein 4,2,1,25.0,No,No,No,No
2169,Activation of Angiogenic cytokines,2,1,25.0,No,No,No,No
2170,Activated ANG/Tie2 pathway,2,1,25.0,No,No,No,No
2171,Activated BMP/TGF-beta pathway,2,1,25.0,No,No,No,No
2172,Activated Wnt/Frizzled pathway,2,1,25.0,No,No,No,No
2173,Activated AKT/ERK/PI3K pathway,2,1,25.0,No,No,No,No
2174,Inhibition VEGF/VEGFR pathway,2,1,25.0,No,No,No,No
2178,Vascular barrier disruption,2,1,25.0,No,No,No,No
2179,Impaired Platelet Aggregation,2,1,25.0,No,No,No,No
2201,"Agonism, Retinoic acid receptor",2,3,58.33,Yes,No,No,Yes
1553,Increase mutations,2,1,25.0,No,No,No,No
2233,"Decreased, ERαβ heterodimers",2,1,25.0,No,No,No,No
2240,The NO synthase pathway activation,2,1,25.0,No,No,No,No
2241,Ferroptosis related pathways activation,2,1,25.0,No,No,No,No
2365,"Anogenital distance (AGD), increased",2,1,25.0,No,No,No,No
2277,"Inhibition, aromatase activity in plasma",2,1,25.0,No,No,No,No
2279,Structural changes in lamin A/C,2,1,25.0,No,No,No,No
1924,Increased，Cardiac fibrosis,2,1,27.27,No,No,No,No
2281,Increased uncoordinated cardiac contraction,2,1,25.0,No,No,No,No
2284, Increased Intracellular cAMP Levels,2,1,25.0,No,No,No,No
2285,Increased the delayed and early afterdepolarizations,2,1,25.0,No,No,No,No
2287,Impaired Sodium-Calcium Exchange,2,1,25.0,No,No,No,No
2157, Abnormal Cardiac Structure and Function,2,1,27.27,No,No,No,No
2288,Phosphodiesterase inhibition,2,1,25.0,No,No,No,No
2289,Hyperphosphorylation of ryanodine receptor (RyR2),2,1,25.0,No,No,No,No
2294,"Plasma estradiol, increased",2,1,25.0,No,No,No,No
2295,HCN Channel Inhibition,2,1,25.0,No,No,No,No
1541,Mitochondrial Complex I inhibition,2,1,25.0,No,No,No,No
2307,Binding of plastoquinone B,2,1,25.0,No,No,No,No
2309,Decreased DNA methylation of FAM50B/PTCHD3,2,1,25.0,No,No,No,No
2310,Elevated gene expression of FAM50B/PTCHD3,2,1,25.0,No,No,No,No
2311,Inhibition of PI3K-Akt pathway,2,1,25.0,No,No,No,No
2324,Increased of Treg/Th17 cell ratio,2,1,25.0,No,No,No,No
2326,CTL cytotoxic activity disruption,2,1,25.0,No,No,No,No
2331,"Activation, Mineralocorticoid Receptor",2,1,25.0,No,No,No,No
2332,"Increase, Lipid droplet",2,1,25.0,No,No,No,No
2333,"Increase, Fat mass",2,1,27.27,No,No,No,No
2334,"Increase, DGAT1",2,1,25.0,No,No,No,No
2335,"Increase, body mass index",2,1,27.27,No,No,No,No
2336,"Increase, SREBF1",2,1,25.0,No,No,No,No
2337,"Increase, perilipin-2",2,1,25.0,No,No,No,No
2211,Microcephaly,2,1,27.27,No,No,No,No
2339,"Intracellular copper, increased",2,1,25.0,No,No,No,No
2340,"Oligomerisation of dihydrolipoamide acetyltransferase (DLAT), increased",2,1,25.0,No,No,No,No
2341,"Tricarboxylic acid (TCA) cycle, disrupted",2,1,25.0,No,No,No,No
2342,"Iron-sulfur cluster assembly, impaired",2,1,25.0,No,No,No,No
2343,"Cuproptosis, increased",2,1,25.0,No,No,No,No
2344,"Upregulation, growth arrest and DNA-damage-inducible beta a",2,1,25.0,No,No,No,No
2345,"Activation, MAPK",2,1,25.0,No,No,No,No
2346,"Decrease, Proliferating Cell Nuclear Antigen",2,1,25.0,No,No,No,No
2347,"Increase, Lipid degradation",2,1,25.0,No,No,No,No
2348,"Inhibition, Liver regeneration",2,1,27.27,No,No,No,No
2349,Inhibition of  LDH activity,2,1,25.0,No,No,No,No
2350,"Decreased, Glycolysis",2,1,25.0,No,No,No,No
2351,"Increased, OXPHOS",2,1,25.0,No,No,No,No
2352,"Increased, MMP",2,1,25.0,No,No,No,No
2353,"Disrupted, energy metabolism",2,1,25.0,No,No,No,No
2354,"Activation, Apoptosis signaling",2,1,25.0,No,No,No,No
2355,"Disrupted, Spermatogenesis and Sperm quality",2,1,27.27,No,No,No,No
1238,Activation of oxidative stress pathway,2,1,41.67,No,No,No,No
2366,ovarian retardation,2,1,27.27,No,No,No,No
2367,Steroidogenesis Dysregulation,2,1,25.0,No,No,No,No
2369,Granulosa cell damage,2,1,25.0,No,No,No,No
2376,"Inhibition, organic anion-transporting polypeptide 1C1 (OATP1C1)",2,1,25.0,No,No,No,No
2377,"Decrease, neural network maturation",2,1,25.0,No,No,No,No
2378,Impaired axonal insulation,2,1,25.0,No,No,No,No
2379,Disruption of the regulatory function of dopamine signaling components.,2,1,25.0,No,No,No,No
2380,"Increase, transcription of the dopamine transporter (SLC6A3) gene",2,1,25.0,No,No,No,No
2381,"Increase, transcription of the dopamine receptor (drd) gene.",2,1,25.0,No,No,No,No
2382,"Increase, nerve spasm",2,1,27.27,No,No,No,No
2385,Suppression of Keap1 cysteine oxidation,2,1,25.0,No,No,No,No
2386,Lipid-peroxidation overload,2,1,25.0,No,No,No,No
1994,"Increase, Ferroptosis",2,1,25.0,No,No,No,No
2387,"MIE-A: Direct ligand interaction with nuclear hormone receptors (ERα/ERβ, AR) or interference with steroidogenic enzymes (e.g., CYP19A1) → receptor activation/antagonism or enzyme inhibition.",2,1,25.0,No,No,No,No
2388,MIE-B: Photoactivation / photoproduct formation leading to ROS generation,2,1,25.0,No,No,No,No
2389,KE1: Altered steroidogenesis (gene/protein level),2,1,25.0,No,No,No,No
2390,KE5: Altered circulating reproductive hormones,2,1,27.27,No,No,No,No
2391,Reduced fertility / fecundity,2,1,27.27,No,No,No,No
1507,Activation of PPARγ,2,1,25.0,No,No,No,No
2394,Diminished survival of naive B lymphocytes,2,1,25.0,No,No,No,No
2395,Diminished proliferation of activated B lymphocytes ,2,1,25.0,No,No,No,No
2396,Diminished differentiation of activated B lymphocytes ,2,1,25.0,No,No,No,No
2397,Diminished vaccine response,2,1,27.27,No,No,No,No
2398,Reduced antibody production,2,1,25.0,No,No,No,No
1213,"Increased, Angiogenesis",1,1,91.67,Yes,No,No,Yes
1317,"Decreased, serotonin transporter activity",1,4,25.0,No,No,No,Yes
1323,"Decreased, intracellular serotonin",1,4,25.0,No,No,No,Yes
1324,"Decreased, packaged serotonin",1,4,25.0,No,No,No,Yes
1325,"Decreased, synaptic release",1,4,25.0,No,No,No,Yes
1344,"Increased, seizure",1,4,27.27,No,No,No,Yes
1385,"Activated, gastric ulcer formation",1,4,27.27,No,No,No,Yes
2120,"Superoxide generation, increased",1,1,100.0,Yes,No,No,Yes
319,"Loss, Cochlear function",0,1,45.45,No,No,Yes,Yes
213,"N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)",0,1,33.33,No,No,Yes,Yes
21,"Altered regulation, Alpha hemoglobin",0,1,41.67,No,No,Yes,Yes
250,"Damaging, Red blood cells; hemolysis",0,1,41.67,No,No,Yes,Yes
118,"Formation, Formation of hemoglobin adducts",0,1,41.67,No,No,Yes,Yes
131,"Down Regulation, Gulcose-6-phosphate dehydrogenase",0,1,41.67,No,No,Yes,Yes
246,"Increase, RBC congestion in liver",0,1,36.36,No,No,Yes,Yes
161,"Increase, Liver and splenic hemosiderosis",0,1,36.36,No,No,Yes,Yes
173,"N/A, Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number",0,1,36.36,No,No,Yes,Yes
321,"N/A, Cyanosis occurs",0,1,36.36,No,No,Yes,Yes
1305,"Increase, cytosolic fatty acid",0,1,75.0,Yes,No,No,Yes
1490,"Inhibition, Fatty Acid Beta Oxidation",0,1,50.0,Yes,No,No,Yes
1491,"Increased, Oncotic Necrosis",0,1,66.67,Yes,No,No,Yes
1345,"Increased, agitation",0,3,25.0,No,No,No,Yes
1346,"Increased, depression",0,3,27.27,No,No,No,Yes
1355,"Activated, membrane depolarization",0,3,25.0,No,No,No,Yes
1362,"Increased, hippocampal hyperdepolarization",0,3,25.0,No,No,No,Yes
1397,"Increased, serotonin transporter activity",0,3,25.0,No,No,No,Yes
1398,"Increased, intracellular serotonin",0,3,25.0,No,No,No,Yes
1399,"Increased, packaged serotonin",0,3,25.0,No,No,No,Yes
1400,"Increased, synaptic release",0,3,25.0,No,No,No,Yes
51,"Inhibition, Ca++ ATPase",-1,1,58.33,No,No,No,Yes
50,"Increase, Ca++ (intracellular)",-1,1,58.33,No,No,No,Yes
1322,"Increased, intracellular chloride (Cl-)",-1,2,25.0,No,No,No,Yes
1336,"Activation, 5-HT2A (Serotonin 2A)",-1,2,25.0,No,No,No,Yes
1337,"Activate, PLC (Phospholipase C)",-1,2,25.0,No,No,No,Yes
1338,"Increase, inositol triphosphate",-1,2,25.0,No,No,No,Yes
1340,"Activate, calmodulin",-1,2,25.0,No,No,No,Yes
1341,"Increase, myosin light chain phosphorylation",-1,2,25.0,No,No,No,Yes
1342,"Increase, vascular smooth muscle contraction",-1,2,25.0,No,No,No,Yes
1343,"Increase, hypertension",-1,2,27.27,No,No,No,Yes
1351,"Activated, NMDA receptor",-1,2,25.0,No,No,No,Yes
1352,"Activated, voltage-gated sodium channel",-1,2,25.0,No,No,No,Yes
1354,"Treat, carbamazepine",-1,2,25.0,No,No,No,Yes
1357,"Increased, RDX dose",-1,2,25.0,No,No,No,Yes
1382,"Decrease, surfactant",-1,2,25.0,No,No,No,Yes
1383,"Activate, phospholipase",-1,2,25.0,No,No,No,Yes
1384,"Increase, ammonium (NH4+)",-1,2,25.0,No,No,No,Yes
1396,"Increased, glucocorticoid receptor activity",-1,2,25.0,No,No,No,Yes
1405,"Reduced, mucosal defense",-1,2,25.0,No,No,No,Yes
2149,Increased intracelluar Iron accumulation,-1,2,25.0,No,No,No,Yes
310,"Alteration, Wnt pathway",-2,1,41.67,No,No,No,Yes
240,"Feminisation or incomplete development, Primary and accessory male sex organs",-2,1,36.36,No,No,No,Yes
337,"N/A, Impairment of reproductive capacity",-2,1,36.36,No,No,No,Yes
193,"Decreased, Nitric Oxide",-2,1,41.67,No,No,No,Yes
166,"Decreased, Long-term potentiation (LTP)",-2,1,36.36,No,No,No,Yes
9,"Activation, 5HT2c",-2,1,41.67,No,No,No,Yes
1187,"Increased, ER binding to DNA (classical pathway) ",-2,1,41.67,No,No,No,Yes
1188,"Increased, ER binding to T.F. to DNA (non-classical pathway)",-2,1,41.67,No,No,No,Yes
1189,"Increased, Proliferation (Endothelial cells) ",-2,1,41.67,No,No,No,Yes
1191,"Increased, Non-genomic signaling",-2,1,41.67,No,No,No,Yes
1195,"modulation, Extracellular Matrix Composition ",-2,1,41.67,No,No,No,Yes
1240,"Altered, Protein Production",-2,1,41.67,No,No,No,Yes
1242,"Increased, Second Messenger Production",-2,1,41.67,No,No,No,Yes
1316,"Inhibit, serotonin transporter activity",-2,1,25.0,No,No,No,Yes
1318,"Decreased, extracellular sodium (Na+) ",-2,1,25.0,No,No,No,Yes
1319,"Decreased, extracellular chloride (Cl-)",-2,1,25.0,No,No,No,Yes
1326,"Increased, 5-HT3 (5-hydroxytryptamine)",-2,1,25.0,No,No,No,Yes
1334,"Increase, cortisone",-2,1,25.0,No,No,No,Yes
1356,"Inactive, membrane depolarization",-2,1,25.0,No,No,No,Yes
1358,"Repress, GABA-A receptor",-2,1,25.0,No,No,No,Yes
1359,"Activate, GABA-A receptor",-2,1,25.0,No,No,No,Yes
1360,"Activate, presynaptic neuron 2",-2,1,25.0,No,No,No,Yes
1361,"Increase, GABA",-2,1,25.0,No,No,No,Yes
1367,"Inhibit, gastric ulcer formation",-2,1,27.27,No,No,No,Yes
1368,"Inhibition, PTGS-1 (Prostaglandin-endoperoxide synthase 1)",-2,1,25.0,No,No,No,Yes
1369,"Activation, PTGS-1 (Prostaglandin-endoperoxide synthase 1)",-2,1,25.0,No,No,No,Yes
1370,"Activation, PTGS-2 (Prostaglandin-endoperoxide synthase 2)",-2,1,25.0,No,No,No,Yes
1371,"Inhibition, PTGS-2 (Prostaglandin-endoperoxide synthase 2)",-2,1,25.0,No,No,No,Yes
1372,"Increase, bicarbonate ",-2,1,25.0,No,No,No,Yes
1373,"Increase, mucous",-2,1,25.0,No,No,No,Yes
1374,"Increase, mucosal blood flow",-2,1,25.0,No,No,No,Yes
1375,"Increase, platelet aggregation",-2,1,25.0,No,No,No,Yes
1377,"Decrease, leukocyte adherence",-2,1,25.0,No,No,No,Yes
1378,"Increase, leukocyte adherence",-2,1,25.0,No,No,No,Yes
1379,"Activate, leukocyte ",-2,1,25.0,No,No,No,Yes
1380,"Activate, mucosal defense",-2,1,25.0,No,No,No,Yes
1381,"Increase, surfactant",-2,1,25.0,No,No,No,Yes
1401,"Decreased, 5-HT3",-2,1,25.0,No,No,No,Yes
1402,"Reduced, PTGS1 function",-2,1,25.0,No,No,No,Yes
1403,"Reduced, platelet aggregation",-2,1,25.0,No,No,No,Yes
1404,"Decreased, mucosal blood flow",-2,1,25.0,No,No,No,Yes
1406,"Decreased, mucous",-2,1,25.0,No,No,No,Yes
1407,"Decreased, bicarbonate",-2,1,25.0,No,No,No,Yes
1408,"Reduced, PTGS2 function",-2,1,25.0,No,No,No,Yes
1409,"Decreased, angiogenesis",-2,1,25.0,No,No,No,Yes
1410,"Increased, leukocyte adherence",-2,1,25.0,No,No,No,Yes
1411,"Increased, leukocyte activation",-2,1,25.0,No,No,No,Yes
1412,Helicobacter pylori infection,-2,1,25.0,No,No,No,Yes
1413,"Reduced, presynaptic neuron 2 activity",-2,1,25.0,No,No,No,Yes
1414,"Decreased, GABA",-2,1,25.0,No,No,No,Yes
1415,"Reduced, GABA-A receptor activation",-2,1,25.0,No,No,No,Yes
1416,"Decreased, intracellular chloride",-2,1,25.0,No,No,No,Yes
1419,"Reduced, FXR activity",-2,1,25.0,No,No,No,Yes
1420,"Reduced, SHP activity",-2,1,25.0,No,No,No,Yes
1421,"Activated, LXR",-2,1,25.0,No,No,No,Yes
1422,"Reduced, PPARalpha",-2,1,25.0,No,No,No,Yes
1423,"Reduced, HSD17B4 activity",-2,1,25.0,No,No,No,Yes
1424,"Reduced, fatty acid beta oxidation",-2,1,25.0,No,No,No,Yes
1462,Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts,-2,1,25.0,No,No,No,Yes
1463,Inhibition of lysyl oxidase,-2,1,25.0,No,No,No,Yes
1464,Reduction of collagen crosslinking,-2,1,25.0,No,No,No,Yes
1465,Weak collagen matrix,-2,1,25.0,No,No,No,Yes
1466,Notochord distortion or malformations,-2,1,27.27,No,No,No,Yes
2148,Increased LCN2/iron complex  binds to SLC22A17 receptor in neuron ,-2,1,25.0,No,No,No,Yes
2282,Cardiac ion channels blockade ,-2,1,25.0,No,No,No,Yes
1929,Increased incidence of cardiovascular morbidity and mortality in the general population,-2,1,27.27,No,No,No,Yes
2204,Altered brain morphology,-2,1,27.27,No,No,No,Yes
2207,"inhibition, EKR1/2 signaling pathway",-2,1,25.0,No,No,No,Yes
2209,autism-like behavior,-2,1,27.27,No,No,No,Yes
2210,Reduced cortical thickness,-2,1,25.0,No,No,No,Yes
2216,Binding of antagonist to thyroid hormone receptor,-2,1,25.0,No,No,No,Yes
2217,Binding of antagonist to glucocorticoid hormone receptor,-2,1,25.0,No,No,No,Yes
2218,Binding of (ant)agonist to liver X receptor,-2,1,25.0,No,No,No,Yes
2219,Binding of (ant)agonist to peroxisome proliferator–activated receptor alpha,-2,1,25.0,No,No,No,Yes
2220,"Antagonism, Glucocorticoid hormone receptor",-2,1,25.0,No,No,No,Yes
2221,Altered Liver X receptor activity,-2,1,25.0,No,No,No,Yes
2222,Altered peroxisome proliferator–activated receptor alpha activity,-2,1,25.0,No,No,No,Yes
2223,Reduced number of oligodendrocytes,-2,1,25.0,No,No,No,Yes
2228,Cerebellar gene expression. Altered,-2,1,25.0,No,No,No,Yes
2229,Cerebellar neuronal differentiation. Decreased,-2,1,27.27,No,No,No,Yes
2230,Cerebellar hypoplasia,-2,1,25.0,No,No,No,Yes
2232,"Antagonism, Retinoic acid receptors",-2,1,25.0,No,No,No,Yes
2290,Inhibition of Funny current (If),-2,1,25.0,No,No,No,Yes
